Cost Center Code	Legacy Code	School	Address	City	State	Zip Code	Telephone	Fax	Grades	Calendar	Local District	Board District	File Build Date
1322001	3220	Martha Escutia Primary Center	6401 Bear Ave	Bell	CA	90201	323-585-8237	323-585-3797	K- K	1 Trk	E	5-Jackie Goldberg	2020-05-14
1364001	3640	Eshelman Avenue Elementary	25902 Eshelman Ave	Lomita	CA	90717	310-326-1576	310-326-2749	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1238301	2383	Esperanza Elementary	680 Little St	Los Angeles	CA	90017	213-484-0326	213-484-1137	K- 5	1 Trk	C	2-Monica Garcia	2020-05-14
1294201	2942	Estrella Elementary	120 E 57th St	Los Angeles	CA	90011	323-846-4860	323-235-4147	K- 5	1 Trk	C	7-Dr Richard A Vladovic	2020-05-14
1367101	3671	Euclid Avenue Elementary	806 Euclid Ave	Los Angeles	CA	90023	323-263-6792	323-780-7992	K- 5	1 Trk	E	2-Monica Garcia	2020-05-14
1367103	2793	Euclid Avenue Elementary DL Two-Way Im Spanish	806 Euclid Ave	Los Angeles	CA	90023	323-263-6792	323-780-7992	K- 5	1 TRK	E	2-Monica Garcia	2020-05-14
1367102	3672	Euclid Avenue Elementary Gifted/STEAM Magnet	806 Euclid Ave	Los Angeles	CA	90023	323-263-6792	323-780-7992	1- 5	1 Trk	E	2-Monica Garcia	2020-05-14
1522001	5220	Everest Value School	668 S Catalina Ave	Los Angeles	CA	90005	213-487-7736	213-487-7745	K- 8	Other	XR	2-Monica Garcia	2020-05-14
1369901	3699	Evergreen Avenue Elementary	2730 Ganahl St	Los Angeles	CA	90033	323-269-0415	323-261-1128	K- 6	1 Trk	E	2-Monica Garcia	2020-05-14
1887601	8876	Evergreen Continuation High	13101 Dronfield Ave	Sylmar	CA	91342	818-367-5989	818-367-2796	9-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1525901	5259	Excelencia Charter Academy	2821 E 7th Street	Los Angeles	CA	90023	213-406-1050	   -   -    	K- 1	Other	XR	2-Monica Garcia	2020-05-14
1225601	2256	Extera Public School	2226 E 3rd St	Los Angeles	CA	90033	323-780-8300	323-780-8301	K- 5	Other	XR	2-Monica Garcia	2020-05-14
1227201	2272	Extera Public School #2	1015 S Lorena St	Los Angeles	CA	90023	323-263-3600	323-263-3633	K- 1	Other	XR	2-Monica Garcia	2020-05-14
1371201	3712	Fair Avenue Elementary	6501 Fair Ave	North Hollywood	CA	91606	818-761-5444	818-762-5316	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1372601	3726	Fairburn Avenue Elementary	1403 Fairburn Ave	Los Angeles	CA	90024	310-470-1344	310-470-3981	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1862101	8621	Fairfax Senior High	7850 Melrose Ave	Los Angeles	CA	90046	323-370-1200	323-651-5803	9-12	1 Trk	W	4-Nick Melvoin	2020-05-14
1862108	7537	Fairfax Senior High Police Academy Magnet	7850 Melrose Ave	Los Angeles	CA	90046	323-370-1230	323-651-5803	9-10	1 Trk	W	4-Nick Melvoin	2020-05-14
1862102	8622	Fairfax Senior High Visual Arts Magnet	7850 Melrose Ave	Los Angeles	CA	90046	323-370-1230	323-370-1273	9-12	1 Trk	W	4-Nick Melvoin	2020-05-14
1374001	3740	Farmdale Elementary	2660 Ruth Swiggett Dr	Los Angeles	CA	90032	323-222-6659	323-222-9693	K- 5	1 Trk	E	2-Monica Garcia	2020-05-14
1374002	2794	Farmdale Elementary DL Two-Way Im Spanish	2660 Ruth Swiggett Dr	Los Angeles	CA	90032	323-222-6659	323-222-9693	K- 5	1 TRK	E	2-Monica Garcia	2020-05-14
1374701	3747	Fenton Avenue Elementary	11828 Gain St	Lakeview Terrace	CA	91342	818-896-7482	818-890-9986	3- 5	Other	XR	6-Kelly Gonez	2020-05-14
1374601	3746	Fenton Avenue Primary Center	11351 Dronfield Ave	Pacoima	CA	91331	818-485-5900	818-485-4764	K- 2	Other	XR	6-Kelly Gonez	2020-05-14
1207801	2078	Fenton Charter Leadership Academy	8926 Sunland Blvd	Sun Valley	CA	91352	818-962-3636	818-394-9885	K- 5	OTHER	XR	6-Kelly Gonez	2020-05-14
1207901	2079	Fenton STEM Academy Elementary Center	8926 Sunland Blvd	Sun Valley	CA	91352	818-962-3636	818-394-9885	K- 5	OTHER	XR	6-Kelly Gonez	2020-05-14
1375302	2796	Fernangeles DL One & Two-Way Im Spanish	12001 Art St	Sun Valley	CA	91352	818-767-0380	818-504-9905	K- 4	1 TRK	NE	6-Kelly Gonez	2020-05-14
1375301	3753	Fernangeles Elementary	12001 Art St	Sun Valley	CA	91352	818-767-0380	818-504-9905	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1382201	3822	Figueroa Street Elementary	510 W 111th St	Los Angeles	CA	90044	323-756-9268	323-754-1905	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1384901	3849	Fishburn Avenue Elementary	5701 Fishburn Ave	Maywood	CA	90270	323-560-0878	323-560-6391	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1384902	2411	Fishburn Avenue Elementary DL Two-Way Im Spanish	5701 Fishburn Ave	Maywood	CA	90270	323-560-0878	323-560-6391	K- 2	1 Trk	E	5-Jackie Goldberg	2020-05-14
1812701	8127	Alexander Fleming Middle School	25425 Walnut St	Lomita	CA	90717	310-257-4500	310-326-9071	6- 8	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1812702	8128	Alexander Fleming Middle School Science/Tech/Math Magnet	25425 Walnut St	Lomita	CA	90717	310-257-4500	310-326-9071	6- 8	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1387701	3877	Fletcher Drive Elementary	3350 Fletcher Dr	Los Angeles	CA	90065	323-254-5246	323-258-8014	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1387702	2443	Fletcher Drive Elementary STEAM Magnet	3350 Fletcher Dr	Los Angeles	CA	90065	323-254-5246	323-258-8014	2- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1389001	3890	Florence Avenue Elementary	7211 Bell Ave	Los Angeles	CA	90001	323-582-0758	323-582-7804	K- 6	1 Trk	E	7-Dr Richard A Vladovic	2020-05-14
1389002	2797	Florence Avenue Elementary DL Two-Way Im Spanish	7211 Bell Ave	Los Angeles	CA	90001	323-582-0758	323-582-7804	K- 6	1 TRK	E	7-Dr Richard A Vladovic	2020-05-14
1578101	5781	Lovelia P Flournoy Elementary	1630 E 111th St	Los Angeles	CA	90059	323-564-2545	323-567-0816	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1578102	5783	Lovelia P Flournoy Elementary STEAM Magnet	1630 E 111th St	Los Angeles	CA	90059	323-564-2545	323-567-0816	2- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1391801	3918	Ford Boulevard Elementary	1112 S Ford Blvd	Los Angeles	CA	90022	323-268-8508	323-264-6953	K- 5	1 Trk	E	5-Jackie Goldberg	2020-05-14
1391802	2798	Ford Boulevard Elementary DL Two-Way Im Spanish	1112 S Ford Blvd	Los Angeles	CA	90022	323-268-8508	323-264-6953	K- 5	1 TRK	E	5-Jackie Goldberg	2020-05-14
1813201	8132	Foshay Learning Center	3751 S Harvard Blvd	Los Angeles	CA	90018	323-373-2700	323-733-2120	K-12	1 Trk	C	1-Dr George J McKenna III	2020-05-14
1398601	3986	Franklin Avenue Elementary	1910 N Commonwealth Ave	Los Angeles	CA	90027	323-663-0320	323-663-1684	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1864301	8643	Benjamin Franklin High School	820 N Avenue 54	Los Angeles	CA	90042	323-550-2000	323-258-5940	6-12	1 Trk	C	5-Jackie Goldberg	2020-05-14
1864311	2345	Benjamin Franklin High School Dual Language Academy Magnet	820 N Avenue 54	Los Angeles	CA	90042	323-550-2000	323-258-5940	6-11	1 Trk	C	5-Jackie Goldberg	2020-05-14
1864302	8644	Benjamin Franklin High School Science/Tech/Math Magnet	820 N Avenue 54	Los Angeles	CA	90042	323-550-2078	323-258-5940	9-12	1 Trk	C	5-Jackie Goldberg	2020-05-14
1865001	8650	John C Fremont Senior High	7676 S San Pedro St	Los Angeles	CA	90003	323-565-1200	323-971-5890	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1865002	8651	John C Fremont Senior High STEAM Magnet	7676 S San Pedro St	Los Angeles	CA	90003	323-565-1200	323-971-5890	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1401401	4014	Fries Avenue Elementary	1301 Fries Ave	Wilmington	CA	90744	310-834-6431	310-834-9238	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1813701	8137	Robert Frost Middle School	12314 Bradford Pl	Granada Hills	CA	91344	818-832-6900	818-360-9584	6- 8	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1813702	8138	Robert Frost Middle School Science/Tech/Math Magnet	12314 Bradford Pl	Granada Hills	CA	91344	818-832-6900	818-368-1123	6- 8	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1402701	4027	Fullbright Avenue Elementary	6940 Fullbright Ave	Winnetka	CA	91306	818-340-6677	818-340-1052	K- 5	1 Trk	NW	4-Nick Melvoin	2020-05-14
1402702	4822	Fullbright Avenue Elementary DL Two-Way Im Spanish	6940 Fullbright Av	Winnetka	CA	91306	818-340-6677	818-340-1052	K- K	1 Trk	NW	4-Nick Melvoin	2020-05-14
1814201	8142	Robert Fulton College Preparatory School	7477 Kester Ave	Van Nuys	CA	91405	818-947-2100	818-994-2284	6-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1814204	8133	Robert Fulton College Prep Communication Arts/Music Magnet	7477 Kester Ave	Van Nuys	CA	91405	818-947-2100	818-994-2284	6-12	1 Trk	NE	6-Kelly Gonez	2020-05-14
1755201	7552	Gabriella Charter 2	3736 Trinity St	Los Angeles	CA	90011	213-413-5828	213-413-5829	K- 2	Other	XR	2-Monica Garcia	2020-05-14
1403401	4034	Gabriella Charter School	1435 Logan St	Los Angeles	CA	90026	213-413-5741	213-413-5874	K- 8	Other	XR	5-Jackie Goldberg	2020-05-14
1815101	8151	Henry T Gage Middle School	2880 E Gage Ave	Huntington Park	CA	90255	323-826-1500	323-589-6925	6- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1815102	8150	Henry T Gage Middle School Science/Tech/Math Magnet	2880 E Gage Ave	Huntington Park	CA	90255	323-826-1500	323-589-6925	6- 8	1 Trk	E	5-Jackie Goldberg	2020-05-14
1608701	6087	Girls Academic Leadership, Dr Michelle King School for STEM	1067 West Blvd	Los Angeles	CA	90019	323-900-4533	   -   -    	6-12	1 TRK	W	1-Dr George J McKenna III	2020-05-14
1758501	7585	Girls Athletic Leadership School Los Angeles	8015 Van Nuys Blvd	Panorama City	CA	91402	818-389-1184	818-937-6931	6- 7	OTHER	XR	6-Kelly Gonez	2020-05-14
1679501	6795	Gil Garcetti Learning Academy	612 W 68th St	Los Angeles	CA	90044	323-753-2133	323-752-9909	K- 6	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1405501	4055	Garden Grove Elementary	18141 Valerio St	Reseda	CA	91335	818-343-4762	818-343-4793	K- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1404101	4041	Gardena Elementary	647 W Gardena Blvd	Gardena	CA	90247	310-324-6967	310-217-1876	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1404102	2799	Gardena Elementary DL Two-Way Im Spanish	647 W Gardena Blvd	Gardena	CA	90247	310-324-6967	310-217-1876	K- 3	1 TRK	S	7-Dr Richard A Vladovic	2020-05-14
1866401	8664	Gardena Senior High	1301 W 182nd St	Gardena	CA	90248	310-354-5000	310-366-6943	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1866402	8662	Gardena Senior High Global Business Magnet	1301 W 182nd St	Gardena	CA	90248	310-354-5000	310-366-6943	9-12	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1866407	7538	Gardena Senior High Law/Public Service Magnet	1301 W 182nd St	Gardena	CA	90248	310-354-5000	310-366-6943	9-11	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1406801	4068	Gardner Street Elementary	7450 Hawthorn Ave	Los Angeles	CA	90046	323-876-4710	323-878-0954	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1867901	8679	James A Garfield Senior High	5101 E 6th St	Los Angeles	CA	90022	323-981-5500	323-268-4957	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1867902	8680	James A Garfield Senior High Computer Science Magnet	5101 E 6th St	Los Angeles	CA	90022	323-981-5500	323-268-4957	9-12	1 Trk	E	2-Monica Garcia	2020-05-14
1408201	4082	Garvanza Elementary Technology/Leadership Magnet	317 N Avenue 62	Los Angeles	CA	90042	323-254-7328	323-256-6351	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1342601	3426	Carmen Lomas Garza Primary Center	2750 E Hostetter St	Los Angeles	CA	90023	323-981-0270	323-981-0951	K- 2	1 Trk	E	2-Monica Garcia	2020-05-14
1409601	4096	Gates Street Elementary	3333 Manitou Ave	Los Angeles	CA	90031	323-225-9574	323-225-8562	K- 5	1 Trk	E	2-Monica Garcia	2020-05-14
1409602	2800	Gates Street Elementary DL Two-Way Im Spanish	3333 Manitou Ave	Los Angeles	CA	90031	323-225-9574	323-225-8562	K- 5	1 TRK	E	2-Monica Garcia	2020-05-14
1411001	4110	Gault Street Elementary	17000 Gault St	Lake Balboa	CA	91406	818-343-1933	818-776-0237	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1411701	4117	Germain Academy for Academic Achievement	20730 Germain St	Chatsworth	CA	91311	818-341-5821	818-882-3599	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1412301	4123	Glassell Park Elementary STEAM Magnet	2211 W Avenue 30	Los Angeles	CA	90065	323-223-2277	323-227-6391	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1413002	4132	Gledhill Street Elementary Science/Tech/Math Magnet	16030 Gledhill St	North Hills	CA	91343	818-894-1151	818-894-2462	1- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1413001	4130	Gledhill Street Elementary	16030 Gledhill St	North Hills	CA	91343	818-894-1151	818-894-2462	K- 5	1 Trk	NW	6-Kelly Gonez	2020-05-14
1413701	4137	Glen Alta Elementary	3410 Sierra St	Los Angeles	CA	90031	323-223-1195	323-223-3573	K- 8	1 Trk	E	2-Monica Garcia	2020-05-14
1416401	4164	Glenfeliz Boulevard Elementary	3955 Glenfeliz Blvd	Los Angeles	CA	90039	323-666-1431	323-666-5735	K- 6	1 Trk	C	5-Jackie Goldberg	2020-05-14
1419201	4192	Glenwood Elementary	8001 Ledge Ave	Sun Valley	CA	91352	818-767-6406	818-504-8081	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1202501	2025	Global Education Academy	4141 S Figueroa St	Los Angeles	CA	90037	323-232-9588	323-232-9587	K- 5	Other	XR	1-Dr George J McKenna III	2020-05-14
1228101	2281	Global Education Academy #2	1717 7th Ave	Los Angeles	CA	90019	323-537-7225	323-232-9587	K- 5	Other	XR	2-Monica Garcia	2020-05-14
1212901	2129	Goethe International Charter School	12500 Braddock Dr	Los Angeles	CA	90066	310-306-3484	310-306-3245	K- 5	Other	XR	4-Nick Melvoin	2020-05-14
1816001	8160	Samuel Gompers Middle School	234 E 112th St	Los Angeles	CA	90061	323-241-4000	323-418-0778	6- 8	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1816002	5254	Samuel Gompers Middle School STEAM Magnet	234 E 112th St	Los Angeles	CA	90061	323-241-4000	323-418-0778	6- 8	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1756701	7567	Samuel Gompers MS University Pathways Medical Magnet Academy	11227 S San Pedro St	Los Angeles	CA	90061	323-241-4060	323-418-0778	9-11	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1421901	4219	Graham Elementary	8407 S Fir Ave	Los Angeles	CA	90001	323-583-1263	323-583-5367	K- 6	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1421902	2454	Graham Elementary DL Two-Way Im Spanish	8407 S Fir Ave	Los Angeles	CA	90001	323-583-1263	323-583-5367	K- 1	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1423301	4233	Granada Elementary	17170 Tribune St	Granada Hills	CA	91344	818-363-3188	818-368-0821	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1868101	8681	Granada Hills Charter	10535 Zelzah Ave	Granada Hills	CA	91344	818-360-2361	818-363-9504	9-12	Other	XR	3-Scott M Schmerelson	2020-05-14
1424702	2801	Grand View Boulevard Elementary DL Two-Way Im Spanish	3951 Grand View Blvd	Los Angeles	CA	90066	310-390-3618	310-390-5836	K- 5	1 TRK	W	4-Nick Melvoin	2020-05-14
1424701	4247	Grand View Boulevard Elementary	3951 Grand View Blvd	Los Angeles	CA	90066	310-390-3618	310-390-5836	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1426001	4260	Grant Elementary	1530 N Wilton Pl	Los Angeles	CA	90028	323-469-4046	323-469-4861	K- 6	1 Trk	W	5-Jackie Goldberg	2020-05-14
1426002	4823	Grant Elementary DL Two-Way Im Armenian	1530 N Wilton Pl	Los Angeles	CA	90028	323-469-4046	323-469-4861	K- 1	1 Trk	W	5-Jackie Goldberg	2020-05-14
1868301	8683	Ulysses S Grant Senior High	13000 Oxnard St	Van Nuys	CA	91401	818-756-2700	818-908-0774	9-12	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1868302	8684	Ulysses S Grant Senior High College Prep/Digital Arts Magnet	13000 Oxnard St	Van Nuys	CA	91401	818-756-2700	818-908-0774	9-12	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1868308	7539	Ulysses S Grant Senior High Hum for Interdis Studies Magnet	13000 Oxnard St	Van Nuys	CA	91401	818-756-2700	818-908-0774	9-12	1 Trk	NE	3-Scott M Schmerelson	2020-05-14
1427401	4274	Grape Street Elementary	1940 E 111th St	Los Angeles	CA	90059	323-564-5941	323-564-7168	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1238501	2385	Gratts Learning Academy for Young Scholars (GLAYS)	309 Lucas Ave	Los Angeles	CA	90017	213-250-2932	213-250-3648	2- 6	1 Trk	C	2-Monica Garcia	2020-05-14
1238502	2775	Gratts LA For YS DL One-Way Im Spanish	309 Lucas Ave	Los Angeles	CA	90017	213-250-2932	213-250-3648	2- 2	1 TRK	C	2-Monica Garcia	2020-05-14
1881601	8816	Zane Grey Continuation High	18230 Kittridge St	Reseda	CA	91335	818-758-3769	818-758-3714	9-12	1 Trk	NW	6-Kelly Gonez	2020-05-14
1429501	4295	Gridley Street Elementary	1907 8th St	San Fernando	CA	91340	818-361-1243	818-361-5959	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1429502	2803	Gridley Street Elementary DL Two-Way Im Spanish	1907 8th St	San Fernando	CA	91340	818-361-1243	818-361-5959	K- 5	1 TRK	NE	6-Kelly Gonez	2020-05-14
1430101	4301	Griffin Avenue Elementary	2025 Griffin Ave	Los Angeles	CA	90031	323-222-8131	323-222-0837	K- 5	1 Trk	E	2-Monica Garcia	2020-05-14
1584902	2333	Florence Griffith Joyner Elem Visual/Perf Arts Magnet	1963 E 103rd St	Los Angeles	CA	90002	323-569-8141	323-249-0939	1- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1584901	5849	Florence Griffith Joyner Elementary	1963 E 103rd St	Los Angeles	CA	90002	323-569-8141	323-249-0939	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1816801	8168	Griffith Middle School STEAM Magnet	4765 E 4th St	Los Angeles	CA	90022	323-266-7400	323-268-6375	6- 8	1 Trk	E	2-Monica Garcia	2020-05-14
1431501	4315	Gulf Avenue Elementary	828 W L St	Wilmington	CA	90744	310-835-3157	310-549-7986	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1431502	2325	Gulf Avenue Elementary STEAM Magnet	828 W L St	Wilmington	CA	90744	310-835-3157	310-549-7986	1- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1432902	2334	Haddon Ave Elementary STEAM Magnet	10115 Haddon Ave	Pacoima	CA	91331	818-899-0244	818-834-6024	1- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1432901	4329	Haddon Avenue Elementary	10115 Haddon Ave	Pacoima	CA	91331	818-899-0244	818-834-6024	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1816901	8169	George Ellery Hale Charter Academy	23830 Califa St	Woodland Hills	CA	91367	818-313-7400	818-346-7517	6- 8	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1816902	5235	George Ellery Hale Charter Academy Gifted STEAM Magnet	23830 Califa St	Woodland Hills	CA	91367	818-313-7400	818-346-7517	6- 8	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1434201	4342	Halldale Elementary	21514 Halldale Ave	Torrance	CA	90501	310-328-3100	310-328-7928	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1627401	6274	Morris K Hamasaki Elementary	4865 E First St	Los Angeles	CA	90022	323-263-3869	323-268-8830	K- 6	1 Trk	E	2-Monica Garcia	2020-05-14
1627402	2336	Morris K Hamasaki El Medical/Science Magnet	4865 E 1st St	Los Angeles	CA	90022	323-263-3869	323-268-8830	1- 5	1 Trk	E	2-Monica Garcia	2020-05-14
1868601	8686	Alexander Hamilton Senior High	2955 S Robertson Blvd	Los Angeles	CA	90034	310-280-1400	310-842-8663	9-12	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1868603	8687	Alexander Hamilton Senior High Humanities Magnet	2955 S Robertson Blvd	Los Angeles	CA	90034	310-280-1507	310-842-8663	9-12	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1868602	8594	Alexander Hamilton Senior High Music & Performing Arts Mag	2955 S Robertson Blvd	Los Angeles	CA	90034	310-280-1451	310-842-8663	9-12	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1434901	4349	Hamlin Charter Academy	22627 Hamlin St	West Hills	CA	91307	818-348-4741	818-348-3506	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1439701	4397	Hancock Park Elementary	408 S Fairfax Ave	Los Angeles	CA	90036	323-935-5272	323-857-1795	K- 5	1 Trk	W	4-Nick Melvoin	2020-05-14
1442501	4425	Harbor City Elementary	1508 W 254th St	Harbor City	CA	90710	310-326-5075	310-326-8914	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1443101	4431	Harding Street Elementary	13060 Harding St	Sylmar	CA	91342	818-365-9237	818-365-0759	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
1468101	4681	Harmony Elementary School	899 E 42nd Pl	Los Angeles	CA	90011	323-238-0791	323-238-0793	K- 5	1 Trk	C	5-Jackie Goldberg	2020-05-14
1468102	4824	Harmony Elementary DL Two-Way Im Spanish	899 E 42nd Pl	Los Angeles	CA	90011	323-238-0791	323-238-0793	K- 1	1 Trk	C	5-Jackie Goldberg	2020-05-14
1443801	4438	Harrison Street Elementary	3529 City Terrace Dr	Los Angeles	CA	90063	323-263-9191	323-263-7708	K- 6	1 Trk	E	2-Monica Garcia	2020-05-14
1443802	4825	Harrison Street Elementary DL Two-Way Im Spanish	3529 City Terrace Dr	Los Angeles	CA	90063	323-263-9191	323-263-7708	K- 1	1 Trk	E	2-Monica Garcia	2020-05-14
1444501	4445	Hart Street Elementary	21040 Hart St	Canoga Park	CA	91303	818-340-6222	818-340-8149	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1817001	8170	Bret Harte Preparatory Middle School	9301 S Hoover St	Los Angeles	CA	90044	323-242-5400	323-757-0408	6- 8	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1204201	2042	Harvard Elementary	330 N Harvard Blvd	Los Angeles	CA	90004	323-953-4540	323-669-2833	K- 5	1 Trk	W	2-Monica Garcia	2020-05-14
1204202	4826	Harvard Elementary DL Two-Way Im Spanish	330 N Harvard Bl	Los Angeles	CA	90004	323-953-4540	323-669-2833	K- K	1 Trk	W	2-Monica Garcia	2020-05-14
1445201	4452	Haskell Elementary STEAM Magnet	15850 Tulsa St	Granada Hills	CA	91344	818-366-6431	818-360-4627	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1446601	4466	Hawaiian Avenue Elementary	540 Hawaiian Ave	Wilmington	CA	90744	310-830-1151	310-835-0028	K- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1446602	2326	Hawaiian Avenue Elementary STEAM Magnet	540 Hawaiian Ave	Wilmington	CA	90744	310-830-1151	310-835-0028	1- 5	1 Trk	S	7-Dr Richard A Vladovic	2020-05-14
1871301	8713	Augustus F Hawkins SH - Critical Design and Gaming School	825 W 60th St	Los Angeles	CA	90044	323-789-1282	323-758-1855	9-12	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1766501	7665	Augustus F Hawkins SH - Community Health Advocates School	825 W 60th St	Los Angeles	CA	90044	323-789-1282	323-758-1855	9-12	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1766601	7666	Augustus F Hawkins SH - Responsible Indigenous Soc Entrprenr	825 W 60th St	Los Angeles	CA	90044	323-789-1282	323-758-1855	9-12	1 Trk	W	1-Dr George J McKenna III	2020-05-14
1447301	4473	Haynes Charter for Enriched Studies	6624 Lockhurst Dr	West Hills	CA	91307	818-716-7310	818-716-7249	K- 5	1 Trk	NW	3-Scott M Schmerelson	2020-05-14
1449301	4493	Hazeltine Avenue Elementary	7150 Hazeltine Ave	Van Nuys	CA	91405	818-781-1040	818-781-8613	K- 5	1 Trk	NE	6-Kelly Gonez	2020-05-14
